Nome Carta,Numero Carta,Prezzo,Info Holo,Rarità,Edition,Set
Copycat ,83/109, 3.00,Non-Holo,Promo,World Championships,2005 World Championships
Crystal Shard ,85/107, 0.97,Non-Holo,Promo,World Championships,2005 World Championships
Dark Pupitar ,41/109, 9.95,Non-Holo,Promo,World Championships,2005 World Championships
Dark Tyranitar ,20/109, 0.74,Non-Holo,Promo,World Championships,2005 World Championships
Dark Tyranitar ,19/109, 2.00,Non-Holo,Promo,World Championships,2005 World Championships
Darkness Energy ,86/106, 1.78,Non-Holo,Promo,World Championships,2005 World Championships
Desert Ruins ,88/101, 1.04,Non-Holo,Promo,World Championships,2005 World Championships
Double Rainbow Energy ,87/106, 2.09,Non-Holo,Promo,World Championships,2005 World Championships
Dunsparce ,60/100, 0.74,Non-Holo,Promo,World Championships,2005 World Championships
Energy Removal 2 ,89/112, 0.74,Non-Holo,Promo,World Championships,2005 World Championships
Feebas ,61/101, 1.09,Non-Holo,Promo,World Championships,2005 World Championships
Fighting Energy,, 0.95,Non-Holo,Promo,World Championships,2005 World Championships
Grass Energy,, 0.55,Non-Holo,Promo,World Championships,2005 World Championships
Great Ball ,92/112, 0.35,Non-Holo,Promo,World Championships,2005 World Championships
Heal Energy ,94/107, 2.49,Non-Holo,Promo,World Championships,2005 World Championships
Island Cave ,89/101, 0.94,Non-Holo,Promo,World Championships,2005 World Championships
Jirachi ,8/101, 4.20,Non-Holo,Promo,World Championships,2005 World Championships
Jirachi ,9/107, 12.05,Non-Holo,Promo,World Championships,2005 World Championships
Larvitar ,63/109, 1.70,Non-Holo,Promo,World Championships,2005 World Championships
Lombre ,45/100,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Lotad ,63/107,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Lotad ,66/100, 3.00,Non-Holo,Promo,World Championships,2005 World Championships
Ludicolo ,10/107, 4.92,Non-Holo,Promo,World Championships,2005 World Championships
Magcargo ,20/107, 1.05,Non-Holo,Promo,World Championships,2005 World Championships
Medicham EX ,95/106, 4.00,Non-Holo,Promo,World Championships,2005 World Championships
Meditite ,55/106, 9.71,Non-Holo,Promo,World Championships,2005 World Championships
Metal Energy ,88/106, 0.74,Non-Holo,Promo,World Championships,2005 World Championships
Milotic ,12/101,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Mr. Briney's Compassion ,87/97,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Nidoqueen ,9/112, 3.50,Non-Holo,Promo,World Championships,2005 World Championships
Nidoran,70/112,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Nidorina ,40/112, 0.35,Non-Holo,Promo,World Championships,2005 World Championships
Pidgeot ,10/112, 3.55,Non-Holo,Promo,World Championships,2005 World Championships
Pidgeotto ,45/112, 2.10,Non-Holo,Promo,World Championships,2005 World Championships
Pidgey ,73/112, 0.74,Non-Holo,Promo,World Championships,2005 World Championships
Pokemon Retriever ,84/109, 0.75,Non-Holo,Promo,World Championships,2005 World Championships
Pokemon Reversal ,97/112,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Pow! Hand Extension ,85/109, 1.82,Non-Holo,Promo,World Championships,2005 World Championships
Psychic Energy,, 4.52,Non-Holo,Promo,World Championships,2005 World Championships
R Energy ,95/109, 2.49,Non-Holo,Promo,World Championships,2005 World Championships
Rare Candy ,83/106, 4.96,Non-Holo,Promo,World Championships,2005 World Championships
Rhydon ,46/101, 0.99,Non-Holo,Promo,World Championships,2005 World Championships
Rhyhorn ,70/101,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Rocket's Admin. ,86/109, 1.05,Non-Holo,Promo,World Championships,2005 World Championships
Scott ,84/106, 2.75,Non-Holo,Promo,World Championships,2005 World Championships
Scramble Energy ,95/107, 0.74,Non-Holo,Promo,World Championships,2005 World Championships
Slugma ,74/107,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Steven's Advice ,92/101, 2.99,Non-Holo,Promo,World Championships,2005 World Championships
Strength Charm ,92/107,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Swoop! Teleporter,92/109, 5.99,Non-Holo,Promo,World Championships,2005 World Championships
Team Aqua Hideout ,78/95, 4.09,Non-Holo,Promo,World Championships,2005 World Championships
TV Reporter ,88/97,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Wally's Training,85/106,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Water Energy,, 0.70,Non-Holo,Promo,World Championships,2005 World Championships
Wobbuffet ,26/100,NO DATA YET!,Non-Holo,Promo,World Championships,2005 World Championships
Sewaddle,1/101, 0.54,Non-Holo,Common,Unlimited,Noble Victories
Sewaddle,1/101, 2.00,Reverse Holo,Common,Unlimited,Noble Victories
Swadloon,2/101, 0.65,Non-Holo,Uncommon,Unlimited,Noble Victories
Swadloon,2/101, 0.85,Reverse Holo,Uncommon,Unlimited,Noble Victories
Leavanny,3/101, 2.05,Holo,Rare Holo,Unlimited,Noble Victories
Leavanny,3/101, 1.85,Non-Holo,Promo,Exclusive,Noble Victories
Leavanny,3/101, 2.05,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Petilil,4/101, 0.09,Non-Holo,Common,Unlimited,Noble Victories
Petilil,4/101, 0.09,Reverse Holo,Common,Unlimited,Noble Victories
Lilligant,5/101, 1.02,Non-Holo,Rare,Unlimited,Noble Victories
Lilligant,5/101, 2.50,Reverse Holo,Rare,Unlimited,Noble Victories
Dwebble,6/101, 0.65,Non-Holo,Common,Unlimited,Noble Victories
Dwebble,6/101, 0.59,Reverse Holo,Common,Unlimited,Noble Victories
Crustle,7/101, 0.09,Non-Holo,Uncommon,Unlimited,Noble Victories
Crustle,7/101, 0.82,Reverse Holo,Uncommon,Unlimited,Noble Victories
Karrablast,8/101, 0.09,Non-Holo,Common,Unlimited,Noble Victories
Karrablast,8/101,NO DATA YET!,Reverse Holo,Promo,City Championships,Noble Victories
Karrablast,8/101,NO DATA YET!,Reverse Holo,Promo,Staff City Championships,Noble Victories
Karrablast,8/101, 0.94,Reverse Holo,Common,Unlimited,Noble Victories
Foongus,9/101, 0.04,Non-Holo,Common,Unlimited,Noble Victories
Foongus,9/101, 0.26,Reverse Holo,Common,Unlimited,Noble Victories
Amoonguss,10/101, 0.29,Non-Holo,Uncommon,Unlimited,Noble Victories
Amoonguss,10/101, 2.00,Reverse Holo,Uncommon,Unlimited,Noble Victories
Shelmet,11/101, 0.09,Non-Holo,Common,Unlimited,Noble Victories
Shelmet,11/101,NO DATA YET!,Reverse Holo,Promo,Regional Championships,Noble Victories
Shelmet,11/101,NO DATA YET!,Reverse Holo,Promo,Staff Regional Championships,Noble Victories
Shelmet,11/101, 3.99,Reverse Holo,Common,Unlimited,Noble Victories
Accelgor,12/101, 0.72,Holo,Promo,Shattered Ice Holo,Noble Victories
Accelgor,12/101, 0.79,Non-Holo,Rare,Unlimited,Noble Victories
Accelgor,12/101, 2.95,Reverse Holo,Promo,League Promo,Noble Victories
Accelgor,12/101,NO DATA YET!,Reverse Holo,Promo,Staff States Championships,Noble Victories
Accelgor,12/101, 3.45,Reverse Holo,Rare,Unlimited,Noble Victories
Virizion,13/101,NO DATA YET!,Holo,Promo,Cosmos Holo,Noble Victories
Virizion,13/101, 1.95,Holo,Rare Holo,Unlimited,Noble Victories
Virizion,13/101, 2.99,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Victini,14/101, 5.15,Holo,Rare Holo,Unlimited,Noble Victories
Victini,14/101, 4.45,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Victini,15/101, 1.62,Holo,Rare Holo,Unlimited,Noble Victories
Victini,15/101, 1.80,Non-Holo,Promo,Exclusive,Noble Victories
Victini,15/101, 2.90,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Pansear,16/101, 0.09,Non-Holo,Common,Unlimited,Noble Victories
Pansear,16/101, 0.85,Reverse Holo,Common,Unlimited,Noble Victories
Simisear,17/101, 0.09,Non-Holo,Uncommon,Unlimited,Noble Victories
Simisear,17/101, 0.85,Reverse Holo,Uncommon,Unlimited,Noble Victories
Heatmor,18/101, 0.54,Non-Holo,Uncommon,Unlimited,Noble Victories
Heatmor,18/101, 1.00,Reverse Holo,Uncommon,Unlimited,Noble Victories
Larvesta,19/101, 0.54,Non-Holo,Common,Unlimited,Noble Victories
Larvesta,19/101,NO DATA YET!,Reverse Holo,Common,Unlimited,Noble Victories
Larvesta,20/101, 0.09,Non-Holo,Common,Unlimited,Noble Victories
Larvesta,20/101, 0.85,Reverse Holo,Common,Unlimited,Noble Victories
Volcarona,21/101, 0.94,Non-Holo,Rare,Unlimited,Noble Victories
Volcarona,21/101, 4.76,Reverse Holo,Rare,Unlimited,Noble Victories
Tympole,22/101, 0.65,Non-Holo,Common,Unlimited,Noble Victories
Tympole,22/101, 2.00,Reverse Holo,Common,Unlimited,Noble Victories
Palpitoad,23/101, 0.04,Non-Holo,Uncommon,Unlimited,Noble Victories
Palpitoad,23/101, 0.85,Reverse Holo,Uncommon,Unlimited,Noble Victories
Seismitoad,24/101, 0.80,Non-Holo,Rare,Unlimited,Noble Victories
Seismitoad,24/101, 0.99,Reverse Holo,Rare,Unlimited,Noble Victories
Tirtouga,25/101, 0.04,Non-Holo,Uncommon,Unlimited,Noble Victories
Tirtouga,25/101,NO DATA YET!,Reverse Holo,Uncommon,Unlimited,Noble Victories
Carracosta,26/101, 2.35,Non-Holo,Rare,Unlimited,Noble Victories
Carracosta,26/101, 1.30,Reverse Holo,Rare,Unlimited,Noble Victories
Vanillite,27/101, 0.04,Non-Holo,Common,Unlimited,Noble Victories
Vanillite,27/101, 0.09,Reverse Holo,Common,Unlimited,Noble Victories
Vanillish,28/101, 0.43,Non-Holo,Uncommon,Unlimited,Noble Victories
Vanillish,28/101, 2.00,Reverse Holo,Uncommon,Unlimited,Noble Victories
Vanilluxe,29/101, 0.89,Non-Holo,Rare,Unlimited,Noble Victories
Vanilluxe,29/101, 2.30,Reverse Holo,Rare,Unlimited,Noble Victories
Frillish,30/101, 0.65,Non-Holo,Common,Unlimited,Noble Victories
Frillish,30/101, 0.85,Reverse Holo,Common,Unlimited,Noble Victories
Jellicent,31/101, 0.85,Non-Holo,Rare,Unlimited,Noble Victories
Jellicent,31/101, 2.39,Reverse Holo,Rare,Unlimited,Noble Victories
Cryogonal,32/101, 0.65,Non-Holo,Uncommon,Unlimited,Noble Victories
Cryogonal,32/101, 1.74,Reverse Holo,Promo,League Promo,Noble Victories
Cryogonal,32/101, 0.82,Reverse Holo,Uncommon,Unlimited,Noble Victories
Cryogonal,33/101, 0.77,Non-Holo,Rare,Unlimited,Noble Victories
Cryogonal,33/101, 2.05,Reverse Holo,Rare,Unlimited,Noble Victories
Kyurem,34/101,NO DATA YET!,Holo,Promo,Cosmos Holo,Noble Victories
Kyurem,34/101, 5.04,Holo,Rare Holo,Unlimited,Noble Victories
Kyurem,34/101, 4.40,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Blitzle,35/101, 0.35,Non-Holo,Common,Unlimited,Noble Victories
Blitzle,35/101, 2.00,Reverse Holo,Common,Unlimited,Noble Victories
Zebstrika,36/101, 0.50,Non-Holo,Rare,Unlimited,Noble Victories
Zebstrika,36/101, 4.00,Reverse Holo,Rare,Unlimited,Noble Victories
Emolga,37/101, 0.65,Non-Holo,Uncommon,Unlimited,Noble Victories
Emolga,37/101, 2.50,Reverse Holo,Uncommon,Unlimited,Noble Victories
Tynamo,38/101, 0.04,Non-Holo,Common,Unlimited,Noble Victories
Tynamo,38/101,NO DATA YET!,Reverse Holo,Common,Unlimited,Noble Victories
Tynamo,39/101, 0.54,Non-Holo,Common,Unlimited,Noble Victories
Tynamo,39/101, 2.00,Reverse Holo,Common,Unlimited,Noble Victories
Eelektrik,40/101, 0.43,Non-Holo,Uncommon,Unlimited,Noble Victories
Eelektrik,40/101, 20.25,Reverse Holo,Uncommon,Unlimited,Noble Victories
Eelektross,41/101, 0.99,Holo,Rare Holo,Unlimited,Noble Victories
Eelektross,41/101,NO DATA YET!,Non-Holo,Promo,Exclusive,Noble Victories
Eelektross,41/101, 1.85,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Stunfisk,42/101, 0.65,Non-Holo,Common,Unlimited,Noble Victories
Stunfisk,42/101, 2.00,Reverse Holo,Common,Unlimited,Noble Victories
Victini,43/101, 13.74,Holo,Promo,Prerelease Stamp,Noble Victories
Victini,43/101, 52.50,Holo,Promo,Staff Prerelease,Noble Victories
Victini,43/101, 2.45,Non-Holo,Rare,Unlimited,Noble Victories
Victini,43/101, 3.99,Reverse Holo,Rare,Unlimited,Noble Victories
Yamask,44/101, 0.54,Non-Holo,Common,Unlimited,Noble Victories
Yamask,44/101, 0.85,Reverse Holo,Common,Unlimited,Noble Victories
Yamask,45/101, 0.70,Non-Holo,Common,Unlimited,Noble Victories
Yamask,45/101, 1.05,Reverse Holo,Common,Unlimited,Noble Victories
Cofagrigus,46/101, 3.04,Non-Holo,Rare,Unlimited,Noble Victories
Cofagrigus,46/101, 2.05,Reverse Holo,Rare,Unlimited,Noble Victories
Cofagrigus,47/101, 1.05,Non-Holo,Rare,Unlimited,Noble Victories
Cofagrigus,47/101, 2.05,Reverse Holo,Rare,Unlimited,Noble Victories
Trubbish,48/101, 0.85,Non-Holo,Common,Unlimited,Noble Victories
Trubbish,48/101,NO DATA YET!,Reverse Holo,Common,Unlimited,Noble Victories
Garbodor,49/101, 0.60,Non-Holo,Uncommon,Unlimited,Noble Victories
Garbodor,49/101, 1.50,Reverse Holo,Uncommon,Unlimited,Noble Victories
Solosis,50/101, 0.65,Non-Holo,Common,Unlimited,Noble Victories
Solosis,50/101, 0.94,Reverse Holo,Common,Unlimited,Noble Victories
Duosion,51/101, 0.54,Non-Holo,Uncommon,Unlimited,Noble Victories
Duosion,51/101, 1.04,Reverse Holo,Uncommon,Unlimited,Noble Victories
Reuniclus,52/101, 0.50,Non-Holo,Rare,Unlimited,Noble Victories
Reuniclus,52/101, 2.50,Reverse Holo,Rare,Unlimited,Noble Victories
Reuniclus,53/101, 0.85,Non-Holo,Rare,Unlimited,Noble Victories
Reuniclus,53/101, 1.57,Reverse Holo,Rare,Unlimited,Noble Victories
Elgyem,54/101, 0.04,Non-Holo,Common,Unlimited,Noble Victories
Elgyem,54/101, 0.85,Reverse Holo,Common,Unlimited,Noble Victories
Elgyem,55/101, 0.34,Non-Holo,Common,Unlimited,Noble Victories
Elgyem,55/101, 2.00,Reverse Holo,Common,Unlimited,Noble Victories
Beheeyem,56/101, 0.39,Non-Holo,Rare,Unlimited,Noble Victories
Beheeyem,56/101, 0.59,Reverse Holo,Rare,Unlimited,Noble Victories
Litwick,57/101, 0.65,Non-Holo,Common,Unlimited,Noble Victories
Litwick,57/101, 1.09,Reverse Holo,Common,Unlimited,Noble Victories
Litwick,58/101, 0.65,Non-Holo,Common,Unlimited,Noble Victories
Litwick,58/101,NO DATA YET!,Reverse Holo,Common,Unlimited,Noble Victories
Lampent,59/101, 0.54,Non-Holo,Uncommon,Unlimited,Noble Victories
Lampent,59/101, 1.78,Reverse Holo,Uncommon,Unlimited,Noble Victories
Chandelure,60/101, 4.60,Non-Holo,Rare,Unlimited,Noble Victories
Chandelure,60/101, 12.99,Reverse Holo,Rare,Unlimited,Noble Victories
Gigalith,61/101, 5.99,Non-Holo,Rare,Unlimited,Noble Victories
Gigalith,61/101, 1.67,Reverse Holo,Rare,Unlimited,Noble Victories
Timburr,62/101, 0.60,Non-Holo,Common,Unlimited,Noble Victories
Timburr,62/101, 2.00,Reverse Holo,Common,Unlimited,Noble Victories
Gurdurr,63/101, 0.60,Non-Holo,Uncommon,Unlimited,Noble Victories
Gurdurr,63/101, 0.53,Reverse Holo,Uncommon,Unlimited,Noble Victories
Conkeldurr,64/101, 1.60,Holo,Rare Holo,Unlimited,Noble Victories
Conkeldurr,64/101,NO DATA YET!,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Conkeldurr,65/101, 0.75,Non-Holo,Rare,Unlimited,Noble Victories
Conkeldurr,65/101, 3.09,Reverse Holo,Rare,Unlimited,Noble Victories
Archen,66/101, 0.54,Non-Holo,Uncommon,Unlimited,Noble Victories
Archen,66/101, 2.10,Reverse Holo,Uncommon,Unlimited,Noble Victories
Archeops,67/101, 7.55,Non-Holo,Rare,Unlimited,Noble Victories
Archeops,67/101, 4.10,Reverse Holo,Rare,Unlimited,Noble Victories
Stunfisk,68/101, 0.54,Non-Holo,Uncommon,Unlimited,Noble Victories
Stunfisk,68/101, 0.85,Reverse Holo,Uncommon,Unlimited,Noble Victories
Mienfoo,69/101, 0.60,Non-Holo,Common,Unlimited,Noble Victories
Mienfoo,69/101, 0.85,Reverse Holo,Common,Unlimited,Noble Victories
Mienshao,70/101, 0.65,Non-Holo,Uncommon,Unlimited,Noble Victories
Mienshao,70/101, 0.59,Reverse Holo,Uncommon,Unlimited,Noble Victories
Golett,71/101, 0.35,Non-Holo,Common,Unlimited,Noble Victories
Golett,71/101, 0.09,Reverse Holo,Common,Unlimited,Noble Victories
Golurk,72/101, 5.99,Non-Holo,Rare,Unlimited,Noble Victories
Golurk,72/101, 1.90,Reverse Holo,Rare,Unlimited,Noble Victories
Terrakion,73/101,NO DATA YET!,Holo,Promo,Cosmos Holo,Noble Victories
Terrakion,73/101, 0.99,Holo,Rare Holo,Unlimited,Noble Victories
Terrakion,73/101, 1.54,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Landorus,74/101, 5.90,Holo,Rare Holo,Unlimited,Noble Victories
Landorus,74/101, 0.99,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Pawniard,75/101, 0.54,Non-Holo,Common,Unlimited,Noble Victories
Pawniard,75/101, 0.50,Reverse Holo,Common,Unlimited,Noble Victories
Bisharp,76/101, 0.60,Non-Holo,Uncommon,Unlimited,Noble Victories
Bisharp,76/101, 0.85,Reverse Holo,Uncommon,Unlimited,Noble Victories
Deino,77/101, 0.65,Non-Holo,Common,Unlimited,Noble Victories
Deino,77/101, 0.80,Reverse Holo,Common,Unlimited,Noble Victories
Zweilous,78/101, 1.55,Non-Holo,Uncommon,Unlimited,Noble Victories
Zweilous,78/101,NO DATA YET!,Reverse Holo,Uncommon,Unlimited,Noble Victories
Hydreigon,79/101, 5.48,Holo,Rare Holo,Unlimited,Noble Victories
Hydreigon,79/101, 2.45,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Escavalier,80/101, 2.55,Holo,Promo,Cracked Ice Holo,Noble Victories
Escavalier,80/101, 1.40,Non-Holo,Rare,Unlimited,Noble Victories
Escavalier,80/101,NO DATA YET!,Reverse Holo,Promo,National Championships,Noble Victories
Escavalier,80/101,NO DATA YET!,Reverse Holo,Promo,Staff National Championships,Noble Victories
Escavalier,80/101, 0.75,Reverse Holo,Rare,Unlimited,Noble Victories
Pawniard,81/101, 0.60,Non-Holo,Common,Unlimited,Noble Victories
Pawniard,81/101, 0.85,Reverse Holo,Common,Unlimited,Noble Victories
Bisharp,82/101, 1.45,Holo,Rare Holo,Unlimited,Noble Victories
Bisharp,82/101, 1.85,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Durant,83/101, 1.05,Non-Holo,Uncommon,Unlimited,Noble Victories
Durant,83/101, 1.05,Reverse Holo,Uncommon,Unlimited,Noble Victories
Cobalion,84/101,NO DATA YET!,Holo,Promo,Cosmos Holo,Noble Victories
Cobalion,84/101, 0.77,Holo,Rare Holo,Unlimited,Noble Victories
Cobalion,84/101, 0.04,Non-Holo,Promo,Exclusive,Noble Victories
Cobalion,84/101, 1.90,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Audino,85/101, 0.65,Non-Holo,Uncommon,Unlimited,Noble Victories
Audino,85/101, 2.00,Reverse Holo,Uncommon,Unlimited,Noble Victories
Axew,86/101, 0.65,Non-Holo,Common,Unlimited,Noble Victories
Axew,86/101, 0.85,Reverse Holo,Common,Unlimited,Noble Victories
Fraxure,87/101, 0.65,Non-Holo,Uncommon,Unlimited,Noble Victories
Fraxure,87/101, 1.54,Reverse Holo,Promo,League Promo,Noble Victories
Fraxure,87/101, 0.84,Reverse Holo,Uncommon,Unlimited,Noble Victories
Haxorus,88/101, 5.39,Holo,Rare Holo,Unlimited,Noble Victories
Haxorus,88/101, 5.05,Reverse Holo,Rare Holo,Unlimited,Noble Victories
Druddigon,89/101, 1.00,Non-Holo,Rare,Unlimited,Noble Victories
Druddigon,89/101, 2.05,Reverse Holo,Rare,Unlimited,Noble Victories
Cover Fossil,90/101, 0.04,Non-Holo,Uncommon,Unlimited,Noble Victories
Cover Fossil,90/101, 0.09,Reverse Holo,Uncommon,Unlimited,Noble Victories
Eviolite,91/101, 0.40,Non-Holo,Uncommon,Unlimited,Noble Victories
Eviolite,91/101,NO DATA YET!,Reverse Holo,Promo,Play! Promo,Noble Victories
Eviolite,91/101, 1.30,Reverse Holo,Uncommon,Unlimited,Noble Victories
N,92/101, 0.44,Non-Holo,Uncommon,Unlimited,Noble Victories
N,92/101, 3.74,Reverse Holo,Uncommon,Unlimited,Noble Victories
Plume Fossil,93/101, 0.65,Non-Holo,Uncommon,Unlimited,Noble Victories
Plume Fossil,93/101, 0.09,Reverse Holo,Uncommon,Unlimited,Noble Victories
Rocky Helmet,94/101, 0.75,Non-Holo,Uncommon,Unlimited,Noble Victories
Rocky Helmet,94/101, 0.85,Reverse Holo,Uncommon,Unlimited,Noble Victories
Super Rod,95/101, 0.51,Non-Holo,Uncommon,Unlimited,Noble Victories
Super Rod,95/101, 3.90,Reverse Holo,Uncommon,Unlimited,Noble Victories
Xtransceiver,96/101, 0.65,Non-Holo,Uncommon,Unlimited,Noble Victories
Xtransceiver,96/101,NO DATA YET!,Reverse Holo,Uncommon,Unlimited,Noble Victories
Virizion,97/101, 14.86,Holo,Rare Ultra,Unlimited,Noble Victories
Victini,98/101, 24.78,Holo,Rare Ultra,Unlimited,Noble Victories
Terrakion,99/101, 9.89,Holo,Rare Ultra,Unlimited,Noble Victories
Cobalion,100/101, 35.00,Holo,Rare Ultra,Unlimited,Noble Victories
N,101/101, 47.69,Holo,Rare Ultra,Unlimited,Noble Victories
Meowth,102/101, 36.01,Holo,Secret Rare,Unlimited,Noble Victories
Caterpie,001/264, 0.21,Non-Holo,Common,Unlimited,Fusion Strike
Caterpie,001/264, 0.25,Reverse Holo,Common,Unlimited,Fusion Strike
Metapod,002/264, 0.31,Non-Holo,Uncommon,Unlimited,Fusion Strike
Metapod,002/264, 0.80,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Butterfree,003/264, 0.66,Holo,Rare Holo,Unlimited,Fusion Strike
Butterfree,003/264, 0.79,Reverse Holo,Rare Holo,Unlimited,Fusion Strike
Shroomish,004/264, 0.17,Non-Holo,Common,Unlimited,Fusion Strike
Shroomish,004/264, 0.48,Reverse Holo,Common,Unlimited,Fusion Strike
Breloom,005/264, 0.04,Non-Holo,Uncommon,Unlimited,Fusion Strike
Breloom,005/264, 0.45,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Breloom V,006/264, 0.80,Holo,Rare Holo V,Unlimited,Fusion Strike
Pansage,007/264, 0.04,Non-Holo,Common,Unlimited,Fusion Strike
Pansage,007/264, 0.15,Reverse Holo,Common,Unlimited,Fusion Strike
Simisage,008/264, 0.04,Non-Holo,Uncommon,Unlimited,Fusion Strike
Simisage,008/264, 0.30,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Sewaddle,009/264, 0.36,Non-Holo,Common,Unlimited,Fusion Strike
Sewaddle,009/264, 0.28,Reverse Holo,Common,Unlimited,Fusion Strike
Swadloon,010/264, 0.04,Non-Holo,Uncommon,Unlimited,Fusion Strike
Swadloon,010/264, 0.62,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Leavanny,011/264, 0.29,Non-Holo,Rare,Unlimited,Fusion Strike
Leavanny,011/264, 0.43,Reverse Holo,Rare,Unlimited,Fusion Strike
Maractus,012/264, 0.15,Non-Holo,Rare,Unlimited,Fusion Strike
Maractus,012/264, 0.64,Reverse Holo,Rare,Unlimited,Fusion Strike
Shelmet,013/264, 0.44,Non-Holo,Common,Unlimited,Fusion Strike
Shelmet,013/264, 0.41,Reverse Holo,Common,Unlimited,Fusion Strike
Accelgor,014/264, 0.11,Non-Holo,Rare,Unlimited,Fusion Strike
Accelgor,014/264, 0.71,Reverse Holo,Rare,Unlimited,Fusion Strike
Virizion,015/264, 0.30,Non-Holo,Rare,Unlimited,Fusion Strike
Virizion,015/264, 0.58,Reverse Holo,Rare,Unlimited,Fusion Strike
Phantump,016/264, 0.04,Non-Holo,Common,Unlimited,Fusion Strike
Phantump,016/264, 0.44,Reverse Holo,Common,Unlimited,Fusion Strike
Trevenant,017/264, 0.04,Non-Holo,Uncommon,Unlimited,Fusion Strike
Trevenant,017/264, 0.67,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Grubbin,018/264, 0.04,Non-Holo,Common,Unlimited,Fusion Strike
Grubbin,018/264, 0.39,Reverse Holo,Common,Unlimited,Fusion Strike
Dewpider,019/264, 0.04,Non-Holo,Common,Unlimited,Fusion Strike
Dewpider,019/264, 0.28,Reverse Holo,Common,Unlimited,Fusion Strike
Araquanid,020/264, 0.16,Non-Holo,Rare,Unlimited,Fusion Strike
Araquanid,020/264, 0.62,Reverse Holo,Rare,Unlimited,Fusion Strike
Tsareena V,021/264, 0.85,Holo,Rare Holo V,Unlimited,Fusion Strike
Rillaboom V,022/264, 1.12,Holo,Rare Holo V,Unlimited,Fusion Strike
Rillaboom VMAX,023/264, 2.17,Holo,Rare Holo VMAX,Unlimited,Fusion Strike
Gossifleur,024/264, 0.04,Non-Holo,Common,Unlimited,Fusion Strike
Gossifleur,024/264, 0.28,Reverse Holo,Common,Unlimited,Fusion Strike
Eldegoss,025/264, 0.04,Non-Holo,Uncommon,Unlimited,Fusion Strike
Eldegoss,025/264, 0.60,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Appletun V,026/264, 0.97,Holo,Rare Holo V,Unlimited,Fusion Strike
Zarude,027/264, 0.04,Non-Holo,Uncommon,Unlimited,Fusion Strike
Zarude,027/264, 0.70,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Vulpix,028/264, 0.09,Non-Holo,Common,Unlimited,Fusion Strike
Vulpix,028/264, 0.34,Reverse Holo,Common,Unlimited,Fusion Strike
Vulpix,029/264, 0.54,Non-Holo,Common,Unlimited,Fusion Strike
Vulpix,029/264, 0.71,Reverse Holo,Common,Unlimited,Fusion Strike
Ninetales,030/264, 0.40,Non-Holo,Uncommon,Unlimited,Fusion Strike
Ninetales,030/264, 1.70,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Ninetales,031/264, 2.04,Non-Holo,Uncommon,Unlimited,Fusion Strike
Ninetales,031/264, 1.75,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Growlithe,032/264, 0.84,Non-Holo,Common,Unlimited,Fusion Strike
Growlithe,032/264, 0.52,Reverse Holo,Common,Unlimited,Fusion Strike
Arcanine,033/264, 0.68,Non-Holo,Rare,Unlimited,Fusion Strike
Arcanine,033/264, 0.87,Reverse Holo,Rare,Unlimited,Fusion Strike
Slugma,034/264, 0.04,Non-Holo,Common,Unlimited,Fusion Strike
Slugma,034/264, 0.23,Reverse Holo,Common,Unlimited,Fusion Strike
Magcargo,035/264, 0.04,Non-Holo,Uncommon,Unlimited,Fusion Strike
Magcargo,035/264, 0.30,Reverse Holo,Uncommon,Unlimited,Fusion Strike
Victini,036/264, 0.31,Non-Holo,Uncommon,Unlimited,Fusion Strike
Victini,036/264, 0.64,Reverse Holo,Uncommon,Unlimited,Fusion Strike
